edge_id,u,v,dist,edge_type
direct_edge_000203,sw_1125749188,ew_1125749188,0.0,direct
direct_edge_000204,sw_1125749189,ew_1125749189,0.0,direct
direct_edge_000205,sw_1125749198,ew_1125749198,0.0,direct
direct_edge_000206,sw_1125755727,ew_1125755727,0.0,direct
direct_edge_000207,sw_1125755729,ew_1125755729,0.0,direct
direct_edge_000208,sw_1125755733,ew_1125755733,0.0,direct
direct_edge_000209,sw_1125755744,ew_1125755744,0.0,direct
direct_edge_000210,sw_1125755758,ew_1125755758,0.0,direct
direct_edge_000211,sw_1125755762,ew_1125755762,0.0,direct
direct_edge_000212,sw_1125755768,ew_1125755768,0.0,direct
direct_edge_000213,sw_1125755773,ew_1125755773,0.0,direct
direct_edge_000214,sw_1125755775,ew_1125755775,0.0,direct
direct_edge_000215,sw_1125761656,ew_1125761656,0.0,direct
direct_edge_000216,sw_1125761658,ew_1125761658,0.0,direct
direct_edge_000217,sw_1125761659,ew_1125761659,0.0,direct
direct_edge_000218,sw_1125761668,ew_1125761668,0.0,direct
direct_edge_000219,sw_1125761669,ew_1125761669,0.0,direct
direct_edge_000220,sw_1125761670,ew_1125761670,0.0,direct
direct_edge_000221,sw_1125761671,ew_1125761671,0.0,direct
direct_edge_000222,sw_1125761673,ew_1125761673,0.0,direct
direct_edge_000223,sw_1125761677,ew_1125761677,0.0,direct
direct_edge_000224,sw_1125761681,ew_1125761681,0.0,direct
direct_edge_000225,sw_1125761688,ew_1125761688,0.0,direct
direct_edge_000226,sw_1125761694,ew_1125761694,0.0,direct
direct_edge_000227,sw_1125761696,ew_1125761696,0.0,direct
direct_edge_000228,sw_1125761699,ew_1125761699,0.0,direct
direct_edge_000229,sw_1125761702,ew_1125761702,0.0,direct
direct_edge_000230,sw_1125761718,ew_1125761718,0.0,direct
direct_edge_000231,sw_1125761719,ew_1125761719,0.0,direct
direct_edge_000232,sw_1125761728,ew_1125761728,0.0,direct
direct_edge_000233,sw_1125761733,ew_1125761733,0.0,direct
direct_edge_000234,sw_1125761735,ew_1125761735,0.0,direct
direct_edge_000235,sw_1125761739,ew_1125761739,0.0,direct
direct_edge_000236,sw_1125761741,ew_1125761741,0.0,direct
direct_edge_000237,sw_1125761748,ew_1125761748,0.0,direct
direct_edge_000238,sw_1125761749,ew_1125761749,0.0,direct
direct_edge_000239,sw_1125761754,ew_1125761754,0.0,direct
direct_edge_000240,sw_1125761758,ew_1125761758,0.0,direct
direct_edge_000241,sw_1125761761,ew_1125761761,0.0,direct
direct_edge_000242,sw_1125761762,ew_1125761762,0.0,direct
direct_edge_000243,sw_1125761765,ew_1125761765,0.0,direct
direct_edge_000244,sw_1125761772,ew_1125761772,0.0,direct
direct_edge_000245,sw_1125761776,ew_1125761776,0.0,direct
direct_edge_000246,sw_1125761779,ew_1125761779,0.0,direct
direct_edge_000247,sw_1125761780,ew_1125761780,0.0,direct
direct_edge_000248,sw_1125768529,ew_1125768529,0.0,direct
direct_edge_000249,sw_1125768537,ew_1125768537,0.0,direct
direct_edge_000250,sw_1125768542,ew_1125768542,0.0,direct
direct_edge_000251,sw_1125768559,ew_1125768559,0.0,direct
direct_edge_000252,sw_1125768590,ew_1125768590,0.0,direct
direct_edge_000253,sw_1125768617,ew_1125768617,0.0,direct
direct_edge_000254,sw_1125768622,ew_1125768622,0.0,direct
direct_edge_000255,sw_1125768638,ew_1125768638,0.0,direct
direct_edge_000256,sw_1125768640,ew_1125768640,0.0,direct
direct_edge_000257,sw_1125768649,ew_1125768649,0.0,direct
direct_edge_000258,sw_1125768658,ew_1125768658,0.0,direct
direct_edge_000259,sw_1125768659,ew_1125768659,0.0,direct
direct_edge_000260,sw_1125768664,ew_1125768664,0.0,direct
direct_edge_000261,sw_1125768682,ew_1125768682,0.0,direct
direct_edge_000262,sw_1125768688,ew_1125768688,0.0,direct
direct_edge_000263,sw_1125768704,ew_1125768704,0.0,direct
direct_edge_000264,sw_1125768707,ew_1125768707,0.0,direct
direct_edge_000265,sw_1125768712,ew_1125768712,0.0,direct
direct_edge_000266,sw_1125768714,ew_1125768714,0.0,direct
direct_edge_000267,sw_1125781587,ew_1125781587,0.0,direct
direct_edge_000268,sw_1125781591,ew_1125781591,0.0,direct
direct_edge_000269,sw_1125781593,ew_1125781593,0.0,direct
direct_edge_000270,sw_1125781594,ew_1125781594,0.0,direct
direct_edge_000271,sw_1125781596,ew_1125781596,0.0,direct
direct_edge_000272,sw_1125781597,ew_1125781597,0.0,direct
direct_edge_000273,sw_1125781598,ew_1125781598,0.0,direct
direct_edge_000274,sw_1125781602,ew_1125781602,0.0,direct
direct_edge_000275,sw_1125781604,ew_1125781604,0.0,direct
direct_edge_000276,sw_1125781606,ew_1125781606,0.0,direct
direct_edge_000277,sw_1125781608,ew_1125781608,0.0,direct
direct_edge_000278,sw_1125781609,ew_1125781609,0.0,direct
direct_edge_000279,sw_1125781610,ew_1125781610,0.0,direct
direct_edge_000280,sw_1125781616,ew_1125781616,0.0,direct
direct_edge_000281,sw_1125781617,ew_1125781617,0.0,direct
direct_edge_000282,sw_1125781618,ew_1125781618,0.0,direct
direct_edge_000283,sw_1125781619,ew_1125781619,0.0,direct
direct_edge_000284,sw_1125781625,ew_1125781625,0.0,direct
direct_edge_000285,sw_1125781626,ew_1125781626,0.0,direct
direct_edge_000286,sw_1125781629,ew_1125781629,0.0,direct
direct_edge_000287,sw_1125781630,ew_1125781630,0.0,direct
direct_edge_000288,sw_1125781633,ew_1125781633,0.0,direct
direct_edge_000289,sw_1125781634,ew_1125781634,0.0,direct
direct_edge_000290,sw_1125781635,ew_1125781635,0.0,direct
direct_edge_000291,sw_1125781636,ew_1125781636,0.0,direct
direct_edge_000292,sw_1125781637,ew_1125781637,0.0,direct
direct_edge_000293,sw_1125781640,ew_1125781640,0.0,direct
direct_edge_000294,sw_1125781643,ew_1125781643,0.0,direct
direct_edge_000295,sw_1125781646,ew_1125781646,0.0,direct
direct_edge_000296,sw_1125782512,ew_1125782512,0.0,direct
direct_edge_000297,sw_1125782518,ew_1125782518,0.0,direct
direct_edge_000298,sw_1125783381,ew_1125783381,0.0,direct
direct_edge_000299,sw_1125783383,ew_1125783383,0.0,direct
direct_edge_000300,sw_1125783384,ew_1125783384,0.0,direct
direct_edge_000301,sw_1125783386,ew_1125783386,0.0,direct
direct_edge_000302,sw_1125783390,ew_1125783390,0.0,direct
direct_edge_000303,sw_1125783391,ew_1125783391,0.0,direct
direct_edge_000304,sw_1125806118,ew_1125806118,0.0,direct
direct_edge_000305,sw_1125806122,ew_1125806122,0.0,direct
direct_edge_000306,sw_1125806130,ew_1125806130,0.0,direct
direct_edge_000307,sw_1125806146,ew_1125806146,0.0,direct
direct_edge_000308,sw_1125806155,ew_1125806155,0.0,direct
direct_edge_000309,sw_1125806170,ew_1125806170,0.0,direct
direct_edge_000310,sw_1125806186,ew_1125806186,0.0,direct
direct_edge_000311,sw_1125806205,ew_1125806205,0.0,direct
direct_edge_000312,sw_1125806214,ew_1125806214,0.0,direct
direct_edge_000313,sw_1125806220,ew_1125806220,0.0,direct
direct_edge_000314,sw_1125806233,ew_1125806233,0.0,direct
direct_edge_000315,sw_1125806239,ew_1125806239,0.0,direct
direct_edge_000316,sw_1125806255,ew_1125806255,0.0,direct
direct_edge_000317,sw_1125806257,ew_1125806257,0.0,direct
direct_edge_000318,sw_1125806267,ew_1125806267,0.0,direct
direct_edge_000319,sw_1125806270,ew_1125806270,0.0,direct
direct_edge_000320,sw_1125806275,ew_1125806275,0.0,direct
direct_edge_000321,sw_1125806286,ew_1125806286,0.0,direct
direct_edge_000322,sw_1125806300,ew_1125806300,0.0,direct
direct_edge_000323,sw_1125806302,ew_1125806302,0.0,direct
direct_edge_000324,sw_1125806304,ew_1125806304,0.0,direct
direct_edge_000325,sw_1125806308,ew_1125806308,0.0,direct
direct_edge_000326,sw_1125806336,ew_1125806336,0.0,direct
direct_edge_000327,sw_1125806340,ew_1125806340,0.0,direct
direct_edge_000328,sw_1125806341,ew_1125806341,0.0,direct
direct_edge_000329,sw_1125806357,ew_1125806357,0.0,direct
direct_edge_000330,sw_1125806358,ew_1125806358,0.0,direct
direct_edge_000331,sw_1125806376,ew_1125806376,0.0,direct
direct_edge_000332,sw_1125806394,ew_1125806394,0.0,direct
direct_edge_000333,sw_1125806400,ew_1125806400,0.0,direct
direct_edge_000334,sw_1125806413,ew_1125806413,0.0,direct
direct_edge_000335,sw_1125806420,ew_1125806420,0.0,direct
direct_edge_000336,sw_1125806422,ew_1125806422,0.0,direct
direct_edge_000337,sw_1125806439,ew_1125806439,0.0,direct
direct_edge_000338,sw_1125806441,ew_1125806441,0.0,direct
direct_edge_000339,sw_1125806451,ew_1125806451,0.0,direct
direct_edge_000340,sw_1125806465,ew_1125806465,0.0,direct
direct_edge_000341,sw_1125806471,ew_1125806471,0.0,direct
direct_edge_000342,sw_1125806478,ew_1125806478,0.0,direct
direct_edge_000343,sw_1125806480,ew_1125806480,0.0,direct
direct_edge_000344,sw_1125806482,ew_1125806482,0.0,direct
direct_edge_000345,sw_1125806486,ew_1125806486,0.0,direct
direct_edge_000346,sw_1125806488,ew_1125806488,0.0,direct
direct_edge_000347,sw_1125806490,ew_1125806490,0.0,direct
direct_edge_000348,sw_1125806496,ew_1125806496,0.0,direct
direct_edge_000349,sw_1125806500,ew_1125806500,0.0,direct
direct_edge_000350,sw_1125806502,ew_1125806502,0.0,direct
direct_edge_000351,sw_1125806508,ew_1125806508,0.0,direct
direct_edge_000352,sw_1125806512,ew_1125806512,0.0,direct
direct_edge_000353,sw_1125806514,ew_1125806514,0.0,direct
direct_edge_000354,sw_1125806520,ew_1125806520,0.0,direct
direct_edge_000355,sw_1125807752,ew_1125807752,0.0,direct
direct_edge_000356,sw_1125807754,ew_1125807754,0.0,direct
direct_edge_000357,sw_1125807756,ew_1125807756,0.0,direct
direct_edge_000358,sw_1125807757,ew_1125807757,0.0,direct
direct_edge_000359,sw_1125807759,ew_1125807759,0.0,direct
direct_edge_000360,sw_1125823554,ew_1125823554,0.0,direct
direct_edge_000361,sw_1125823566,ew_1125823566,0.0,direct
direct_edge_000362,sw_1125823568,ew_1125823568,0.0,direct
direct_edge_000363,sw_1125823572,ew_1125823572,0.0,direct
direct_edge_000364,sw_1125823597,ew_1125823597,0.0,direct
direct_edge_000365,sw_1125843135,ew_1125843135,0.0,direct
direct_edge_000366,sw_1125843142,ew_1125843142,0.0,direct
direct_edge_000367,sw_1125843149,ew_1125843149,0.0,direct
direct_edge_000368,sw_1125843152,ew_1125843152,0.0,direct
direct_edge_000369,sw_1125843155,ew_1125843155,0.0,direct
direct_edge_000370,sw_1125843159,ew_1125843159,0.0,direct
direct_edge_000371,sw_1125843160,ew_1125843160,0.0,direct
direct_edge_000372,sw_1125843169,ew_1125843169,0.0,direct
direct_edge_000373,sw_1125843171,ew_1125843171,0.0,direct
direct_edge_000374,sw_1125843176,ew_1125843176,0.0,direct
direct_edge_000375,sw_1125843180,ew_1125843180,0.0,direct
direct_edge_000376,sw_1125843181,ew_1125843181,0.0,direct
direct_edge_000377,sw_1125843182,ew_1125843182,0.0,direct
direct_edge_000378,sw_1125843183,ew_1125843183,0.0,direct
direct_edge_000379,sw_1125843184,ew_1125843184,0.0,direct
direct_edge_000380,sw_1125843187,ew_1125843187,0.0,direct
direct_edge_000381,sw_1125843193,ew_1125843193,0.0,direct
direct_edge_000382,sw_1125849226,ew_1125849226,0.0,direct
direct_edge_000383,sw_1125849228,ew_1125849228,0.0,direct
direct_edge_000384,sw_1125849234,ew_1125849234,0.0,direct
direct_edge_000385,sw_1125849235,ew_1125849235,0.0,direct
direct_edge_000386,sw_1125849236,ew_1125849236,0.0,direct
direct_edge_000387,sw_1125849238,ew_1125849238,0.0,direct
direct_edge_000388,sw_1125849247,ew_1125849247,0.0,direct
direct_edge_000389,sw_1125849258,ew_1125849258,0.0,direct
direct_edge_000390,sw_1125849263,ew_1125849263,0.0,direct
direct_edge_000391,sw_1125849270,ew_1125849270,0.0,direct
direct_edge_000392,sw_1125849277,ew_1125849277,0.0,direct
direct_edge_000393,sw_1125849288,ew_1125849288,0.0,direct
direct_edge_000394,sw_1125849293,ew_1125849293,0.0,direct
direct_edge_000395,sw_1125849298,ew_1125849298,0.0,direct
direct_edge_000396,sw_1125849305,ew_1125849305,0.0,direct
direct_edge_000397,sw_1125849318,ew_1125849318,0.0,direct
direct_edge_000398,sw_1125849330,ew_1125849330,0.0,direct
direct_edge_000399,sw_1125849349,ew_1125849349,0.0,direct
