episode_index,episode_return,terminated_reason,closure_mode,closed_loop,fitness_reward,average_gtc,std_gtc,route_node_count,route_path_node_ids
498,-10682.900390625,closed_loop,forced,True,-10681.90044892235,7911.035852819683,,3,"[2711, 2708, 2711]"
499,-24665.042973200285,closed_loop,forced,True,-24663.043938194955,22276.22691677929,,3,"[2911, 2930, 2911]"
500,-17864.0234375,closed_loop,forced,True,-17863.02380109474,10343.033581472026,,3,"[1767, 1775, 1767]"
501,-5344.970703125,closed_loop,forced,True,-5343.970554370778,5343.970554370778,,3,"[2925, 2924, 2925]"
502,-5244.729996598497,closed_loop,forced,True,-5243.7300904752,2682.1350259120845,,3,"[120, 649, 120]"
503,-114.70140075683594,closed_loop,forced,True,-113.7014004816894,113.7014004816894,,3,"[730, 728, 730]"
504,-12407.918941178432,closed_loop,forced,True,-12406.373770015682,9804.63197155752,,8,"[1868, 1874, 1873, 1880, 1873, 1862, 1861, 1868]"
505,-9763.875,closed_loop,forced,True,-9762.87530349538,9762.87530349538,,3,"[1257, 1259, 1257]"
506,-5349.51953125,closed_loop,forced,True,-5348.519538243621,4671.162472450385,,3,"[1340, 1342, 1340]"
507,-3537.683837890625,closed_loop,forced,True,-3536.6838018998365,1542.0252783726082,,3,"[3219, 2841, 3219]"
508,-9895.348452808825,closed_loop,forced,True,-9893.882278478777,4995.747801703244,,9,"[47, 261, 262, 685, 199, 196, 197, 261, 47]"
509,-20450.583984375,closed_loop,forced,True,-20449.584703021283,20449.584703021283,,3,"[1171, 1179, 1171]"
510,-4097.10546875,closed_loop,forced,True,-4096.105544193728,1545.1731109452128,,3,"[2714, 2715, 2714]"
511,-16660.6015625,closed_loop,forced,True,-16658.601180626625,8413.259861144606,,3,"[2358, 2371, 2358]"
512,-17884.554500293794,closed_loop,forced,True,-17882.475953355533,15945.780191185062,,9,"[1317, 1314, 1313, 1312, 1315, 1312, 1313, 1314, 1317]"
513,-11261.630859375,closed_loop,forced,True,-11260.630793184442,4760.117088242162,,3,"[2022, 2028, 2022]"
514,-8260.521484375,closed_loop,forced,True,-8259.52196044175,4205.592156785176,,3,"[2599, 2547, 2599]"
515,-45.4303092956543,closed_loop,forced,True,-44.43031028400836,44.43031028400836,,3,"[976, 226, 976]"
516,-4438.03076171875,closed_loop,forced,True,-4436.030772262577,2242.26302474968,,3,"[1735, 1736, 1735]"
517,-18265.273447230356,closed_loop,forced,True,-18264.273230934115,9230.251813222718,,3,"[2231, 2228, 2231]"
518,-5276.148228609061,closed_loop,forced,True,-5274.650728278526,2766.1219373178087,,5,"[3022, 3008, 3020, 3008, 3022]"
519,-4747.6357421875,closed_loop,forced,True,-4746.635584228294,2422.4675137851145,,3,"[738, 748, 738]"
520,-14216.970703125,closed_loop,forced,True,-14215.971098006918,6609.272055629591,,3,"[2259, 2258, 2259]"
521,-12911.108402577764,closed_loop,forced,True,-12910.107913419608,6439.703830625347,,3,"[1570, 1567, 1570]"
522,-138.5388641357422,closed_loop,forced,True,-137.53887010467426,137.53887010467426,,3,"[1113, 1111, 1113]"
523,-150.93194580078125,closed_loop,forced,True,-149.93194327529062,131.81733085931697,,3,"[749, 748, 749]"
524,-19185.533154167788,closed_loop,forced,True,-19182.548494362138,9678.013298988388,,7,"[2705, 2707, 2708, 2711, 2709, 2706, 2705]"
525,-120.47744750976562,closed_loop,forced,True,-118.47744610671698,118.47744610671698,,3,"[3224, 3226, 3224]"
526,-7790.792016567784,closed_loop,forced,True,-7789.792101604462,3843.2419342128087,,3,"[2576, 2574, 2576]"
527,-12304.08984375,closed_loop,forced,True,-12303.08938605793,9396.610795656461,,3,"[2498, 2222, 2498]"
528,-27503.662109375,closed_loop,forced,True,-27502.662228237852,13667.054597159406,,3,"[2452, 3270, 2452]"
529,-7257.58837890625,closed_loop,forced,True,-7256.588230923726,7256.588230923726,,3,"[2391, 2392, 2391]"
530,-6034.40576171875,closed_loop,forced,True,-6032.405628633909,3079.6257094156445,,3,"[781, 783, 781]"
531,-5764.5205078125,closed_loop,forced,True,-5763.520669028276,5763.520669028276,,3,"[1653, 2553, 1653]"
532,-4653.572497282714,closed_loop,forced,True,-4652.572147518509,2032.064727785559,,5,"[18, 2158, 2160, 2158, 18]"
533,-189.33414285254548,closed_loop,forced,True,-187.33413122353312,187.33413122353312,,3,"[2520, 2516, 2520]"
534,-6257.0206895961455,closed_loop,forced,True,-6255.020406562566,3194.5648478130033,,3,"[1367, 1368, 1367]"
535,-113.50028020761147,closed_loop,forced,True,-107.5002695736125,107.5002695736125,,3,"[1955, 1956, 1955]"
536,-14924.935588651522,closed_loop,forced,True,-14922.41752586062,8626.826146521316,,5,"[1049, 1052, 1050, 1048, 1049]"
537,-114.89572143554688,closed_loop,forced,True,-113.89571933851745,113.89571933851745,,3,"[1002, 997, 1002]"
538,-222.57688903808594,closed_loop,forced,True,-221.5768942290514,162.53597070898837,,3,"[1178, 1176, 1178]"
539,-12013.147485881047,closed_loop,forced,True,-12012.147593573227,9445.724329404875,,3,"[196, 199, 196]"
540,-19258.29585080326,closed_loop,forced,True,-19256.726367535655,9714.406708946815,,7,"[1097, 1096, 1098, 1103, 1098, 1096, 1097]"
541,-160.7391126314251,closed_loop,forced,True,-156.73907730178274,147.5544354594254,,3,"[474, 147, 474]"
542,-11651.5146484375,closed_loop,forced,True,-11650.514492992139,4885.943025664331,,3,"[970, 968, 970]"
543,-13397.451171875,closed_loop,forced,True,-13396.451454471015,13396.451454471015,,3,"[1521, 1519, 1521]"
544,-274.4922180175781,closed_loop,forced,True,-273.4922296766108,170.24279577965297,,3,"[2761, 2760, 2761]"
545,-7468.1923828125,closed_loop,forced,True,-7467.192411402566,2798.605083320218,,3,"[882, 3012, 882]"
546,-16037.3271484375,closed_loop,forced,True,-16036.327082636803,8165.969273446249,,3,"[3384, 2055, 3384]"
547,-6985.06396484375,closed_loop,forced,True,-6983.064017708359,6057.409593579212,,3,"[2330, 2329, 2330]"
548,-52.23668506612739,closed_loop,forced,True,-50.23662006768066,50.23662006768066,,3,"[3566, 290, 3566]"
549,-4115.74267578125,closed_loop,forced,True,-4114.742852228523,2128.3426186589413,,3,"[3021, 3019, 3021]"
550,-8060.71484375,closed_loop,forced,True,-8059.714952688564,4141.434761874323,,3,"[1803, 1801, 1803]"
551,-9117.5087890625,closed_loop,forced,True,-9116.508579430405,4623.516128171459,,3,"[666, 159, 666]"
552,-227.84609985351562,closed_loop,forced,True,-226.84610496198562,226.84610496198562,,3,"[1658, 1657, 1658]"
553,-92.45067596435547,closed_loop,forced,True,-91.45067578031178,91.45067578031178,,3,"[2287, 2289, 2287]"
554,-31589.509770075285,closed_loop,forced,True,-31585.509984066666,20170.099623803668,,3,"[2911, 2930, 2911]"
555,-12035.680668635432,closed_loop,forced,True,-12034.68056353411,12034.68056353411,,3,"[1254, 1255, 1254]"
556,-16176.347465822737,closed_loop,forced,True,-16174.755831802737,8180.760967080488,,7,"[2196, 2189, 2282, 2190, 2185, 2189, 2196]"
557,-172.87640380859375,closed_loop,forced,True,-171.87641081020945,171.87641081020945,,3,"[822, 2850, 822]"
558,-12268.05078125,closed_loop,forced,True,-12267.050878135084,5212.308602603974,,3,"[1818, 1815, 1818]"
559,-17845.380859375,closed_loop,forced,True,-17844.38171453915,7317.836951773268,,3,"[876, 877, 876]"
560,-11571.2900390625,closed_loop,forced,True,-11570.290370791681,8002.358240810933,,3,"[2408, 2419, 2408]"
561,-290.26190185546875,closed_loop,forced,True,-289.26191543867066,216.17665407124557,,3,"[397, 396, 397]"
562,-5026.693856512142,closed_loop,forced,True,-5025.693825758053,2943.692295598554,,3,"[13, 539, 13]"
563,-165.38754272460938,closed_loop,forced,True,-163.38754172988385,163.38754172988385,,3,"[491, 83, 491]"
564,-5591.92626953125,closed_loop,forced,True,-5590.926166352506,5590.926166352506,,3,"[2252, 2250, 2252]"
565,-14941.66015625,closed_loop,forced,True,-14940.660010182115,7494.93570921764,,3,"[980, 975, 980]"
566,-3725.818851203328,closed_loop,forced,True,-3724.8189627727006,3724.8189627727006,,3,"[2472, 3182, 2472]"
567,-5192.134304837624,closed_loop,forced,True,-5191.134380009612,5191.134380009612,,3,"[2150, 2151, 2150]"
568,-17398.81640625,closed_loop,forced,True,-17397.81690303529,8727.449987260747,,3,"[307, 2602, 307]"
569,-8605.55859375,closed_loop,forced,True,-8603.558320497044,4341.0761811467555,,3,"[2135, 2133, 2135]"
570,-11898.5498046875,closed_loop,forced,True,-11897.550041821873,6484.8392724113655,,3,"[3111, 3112, 3111]"
571,-6749.62548828125,closed_loop,forced,True,-6748.625359749414,6748.625359749414,,3,"[2403, 2401, 2403]"
572,-5479.808127004897,closed_loop,forced,True,-5476.8082677605835,3227.223987429316,,3,"[2129, 2128, 2129]"
573,-6076.6630926669295,closed_loop,forced,True,-6075.663036031307,3075.4034228304663,,3,"[714, 693, 714]"
574,-5449.27392578125,closed_loop,forced,True,-5448.273765904354,3244.6582822377227,,3,"[2235, 2232, 2235]"
575,-5813.7001953125,closed_loop,forced,True,-5812.6999612364625,5193.82744792114,,3,"[235, 236, 235]"
576,-190.1934051513672,closed_loop,forced,True,-189.19339823254796,165.67356902805574,,3,"[2596, 1617, 2596]"
577,-7162.00146484375,closed_loop,forced,True,-7161.001315780982,3651.505549434076,,3,"[1344, 1346, 1344]"
578,-3937.61303917455,closed_loop,forced,True,-3936.1324397135254,3936.1324397135254,,5,"[78, 80, 453, 80, 78]"
579,-11990.10546875,closed_loop,forced,True,-11989.105567267336,5016.960211267003,,3,"[3105, 1005, 3105]"
580,-18100.716796875,closed_loop,forced,True,-18099.717454173,9136.410652159651,,3,"[2999, 3560, 2999]"
581,-115.12847137451172,closed_loop,forced,True,-114.1284708493357,114.1284708493357,,3,"[730, 728, 730]"
582,-101.8148614144302,closed_loop,forced,True,-100.81440746951955,80.52232325592401,,3,"[3523, 1442, 3523]"
583,-129.08914184570312,closed_loop,forced,True,-128.08913690546493,128.08913690546493,,3,"[1330, 1331, 1330]"
584,-4473.39892578125,closed_loop,forced,True,-4471.398905277337,2319.6930385790147,,3,"[1561, 1559, 1561]"
585,-21114.20184045513,closed_loop,forced,True,-21111.726368701537,12114.683438565206,,5,"[3712, 3714, 3716, 3714, 3712]"
586,-15589.8828125,closed_loop,forced,True,-15588.883083780562,14620.787712325386,,3,"[1379, 1378, 1379]"
587,-155.69161987304688,closed_loop,forced,True,-154.69161770774963,130.75906193487006,,3,"[860, 1040, 860]"
588,-7071.602449086966,closed_loop,forced,True,-7068.582778233851,5317.776743304678,,5,"[3272, 3282, 2601, 3282, 3272]"
589,-7966.66553068922,closed_loop,forced,True,-7965.665699555635,4571.409625747957,,3,"[3451, 3450, 3451]"
590,-11152.541998968136,closed_loop,forced,True,-11151.541557015385,4696.011582147606,,3,"[1462, 1461, 1462]"
591,-157.9609375,closed_loop,forced,True,-156.9609327681238,156.9609327681238,,3,"[543, 59, 543]"
592,-8229.178730024163,closed_loop,forced,True,-8227.17903289813,4174.029582102646,,3,"[1962, 1963, 1962]"
593,-9340.4169921875,closed_loop,forced,True,-9338.416766090562,4259.795689283044,,3,"[499, 496, 499]"
594,-6723.21826171875,closed_loop,forced,True,-6722.218443078751,6722.218443078751,,3,"[2693, 2639, 2693]"
595,-9643.963888188706,closed_loop,forced,True,-9636.964281739158,4071.3318283435005,,3,"[954, 953, 954]"
596,-13179.44921875,closed_loop,forced,True,-13178.449212789426,12091.31130741586,,3,"[73, 177, 73]"
597,-21249.288541273505,closed_loop,forced,True,-21244.28814532741,9866.285031317198,,4,"[2650, 2649, 2648, 2650]"
598,-3450.699951171875,closed_loop,forced,True,-3449.700000855606,1531.9484180920706,,3,"[2463, 2465, 2463]"
599,-5386.0283203125,closed_loop,forced,True,-5384.028440367065,5384.028440367065,,3,"[279, 241, 279]"
600,-18902.60939145081,closed_loop,forced,True,-18900.610330653166,12556.86228814732,,3,"[523, 525, 523]"
601,-133.78503043893397,closed_loop,forced,True,-129.78501781429065,129.78501781429065,,3,"[1627, 1628, 1627]"
602,-18566.802734375,closed_loop,forced,True,-18565.80337700979,18565.80337700979,,3,"[1296, 1301, 1296]"
603,-6339.905354558854,closed_loop,forced,True,-6338.905446300039,2736.026748775086,,3,"[3378, 3377, 3378]"
604,-115.6962113902432,closed_loop,forced,True,-114.69620621963635,114.69620621963635,,3,"[949, 948, 949]"
605,-4337.833984375,closed_loop,forced,True,-4336.834088896849,1841.545863947232,,3,"[57, 2361, 57]"
606,-8599.3291015625,closed_loop,forced,True,-8598.328954534158,8497.166264389794,,3,"[1957, 1955, 1957]"
607,-229.32589721679688,closed_loop,forced,True,-228.3258909419734,192.45382795367732,,3,"[1387, 1386, 1387]"
608,-8838.934577271724,closed_loop,forced,True,-8836.934933602592,5061.782197044098,,3,"[1657, 1658, 1657]"
609,-63.711392147190054,closed_loop,forced,True,-62.21978099998885,62.21978099998885,,5,"[2220, 98, 96, 99, 2220]"
610,-11809.5,closed_loop,forced,True,-11808.500339090588,7189.1276728464145,,3,"[225, 224, 225]"
611,-171.25241088867188,closed_loop,forced,True,-170.252414728576,161.12606429814048,,3,"[771, 1654, 771]"
612,-13103.671019426722,closed_loop,forced,True,-13095.670876143751,5612.142004912824,,3,"[2114, 3234, 2114]"
613,-135.82559078612212,closed_loop,forced,True,-134.82557697640834,123.50425153058293,,3,"[1670, 1668, 1670]"
614,-6940.8642578125,closed_loop,forced,True,-6939.864283862051,3296.7643155244828,,3,"[1585, 1587, 1585]"
615,-15865.919921875,closed_loop,forced,True,-15863.920165354635,11292.083400112424,,3,"[2348, 2350, 2348]"
616,-22919.82422211534,closed_loop,forced,True,-22917.82419289736,22917.82419289736,,3,"[3272, 3282, 3272]"
617,-154.65178248924371,closed_loop,forced,True,-153.65177397297987,132.1832369490085,,3,"[3274, 3278, 3274]"
618,-6175.10498046875,closed_loop,forced,True,-6174.104898564986,3161.2404177706085,,3,"[1176, 1178, 1176]"
619,-19271.81640625,closed_loop,forced,True,-19270.815839615956,11765.917975321781,,3,"[1231, 1232, 1231]"
620,-8789.0595703125,closed_loop,forced,True,-8787.05938714929,4758.202224553427,,3,"[3737, 3739, 3737]"
621,-10427.9697265625,closed_loop,forced,True,-10426.969805206048,5282.498027240738,,3,"[1791, 874, 1791]"
622,-17418.603515625,closed_loop,forced,True,-17413.603830227028,17413.603830227028,,3,"[2787, 2377, 2787]"
623,-12736.298828125,closed_loop,forced,True,-12735.298366694118,6428.582660969861,,3,"[2006, 3532, 2006]"
624,-155.75542235395733,closed_loop,forced,True,-154.75539580833993,133.1571896818383,,3,"[3091, 3092, 3091]"
625,-18630.54885287265,closed_loop,forced,True,-18628.54959337784,10864.432856752654,,3,"[1108, 1136, 1108]"
626,-99.66242040927318,closed_loop,forced,True,-97.66231848970804,97.66231848970804,,3,"[829, 831, 829]"
627,-15675.945073366998,closed_loop,forced,True,-15667.910461704822,7823.0709133152,,13,"[836, 837, 847, 842, 2315, 2313, 2315, 842, 2315, 842, 847, 837, 836]"
628,-11224.907182667415,closed_loop,forced,True,-11222.042895514147,5652.704290715998,,7,"[707, 704, 706, 712, 706, 718, 707]"
629,-6260.192047968012,closed_loop,forced,True,-6256.637385212699,3174.13311829699,,5,"[2287, 2288, 2514, 2288, 2287]"
630,-235.40609578997964,closed_loop,forced,True,-234.40596412431438,151.06378157457263,,7,"[841, 2313, 2309, 2307, 2309, 2313, 841]"
631,-99.1118104777479,closed_loop,forced,True,-97.56523067435332,85.96997512290672,,5,"[2185, 2190, 2282, 2190, 2185]"
632,-3930.13525390625,closed_loop,forced,True,-3928.1353461177173,2021.600450408527,,3,"[3444, 3436, 3444]"
633,-7798.95849609375,closed_loop,forced,True,-7797.958491871883,4330.634719994559,,3,"[1220, 1219, 1220]"
634,-6476.517103242597,closed_loop,forced,True,-6475.517302057175,3302.95530663682,,3,"[2678, 2679, 2678]"
635,-64.85541534423828,closed_loop,forced,True,-63.85541802370369,58.539194180787156,,3,"[413, 400, 413]"
636,-15021.9150390625,closed_loop,forced,True,-15020.915053788454,15020.915053788454,,3,"[1907, 1908, 1907]"
637,-11164.410776596316,closed_loop,forced,True,-11162.936570629186,4769.814740877125,,5,"[2741, 2745, 220, 2745, 2741]"
638,-90.25569152832031,closed_loop,forced,True,-89.25569021339713,89.25569021339713,,3,"[2154, 2156, 2154]"
639,-7402.777351832545,closed_loop,forced,True,-7401.777264275226,4916.165989654817,,3,"[1265, 1264, 1265]"
640,-21207.814255880687,closed_loop,forced,True,-21205.53852692477,11232.031479154413,,5,"[2022, 2019, 2021, 2019, 2022]"
641,-41.365710622636016,closed_loop,forced,True,-40.36570377413821,40.36570377413821,,3,"[551, 552, 551]"
642,-8461.80859375,closed_loop,forced,True,-8460.808319966785,4276.764149350651,,3,"[687, 691, 687]"
643,-138.3776092529297,closed_loop,forced,True,-137.37761420277357,137.37761420277357,,3,"[1724, 716, 1724]"
644,-211.40998280848726,closed_loop,forced,True,-207.8538248614263,169.1151736763938,,5,"[2058, 2059, 3263, 2059, 2058]"
645,-166.85826466391586,closed_loop,forced,True,-162.85826397747405,162.85826397747405,,3,"[1176, 1175, 1176]"
646,-118.91293334960938,closed_loop,forced,True,-117.91293692559157,117.91293692559157,,3,"[3202, 2264, 3202]"
647,-3629.597431145543,closed_loop,forced,True,-3628.597504401024,1923.8032045553455,,3,"[619, 360, 619]"
648,-7160.423352460474,closed_loop,forced,True,-7159.423270070252,3639.1452991446295,,3,"[1764, 1760, 1764]"
649,-16514.080078125,closed_loop,forced,True,-16513.07946179207,8324.832490867277,,3,"[555, 575, 555]"
650,-34550.01953125,closed_loop,forced,True,-34548.018941572154,34548.018941572154,,3,"[351, 354, 351]"
651,-16932.74024089553,closed_loop,forced,True,-16930.741032421665,11325.517518062577,,3,"[3340, 3339, 3340]"
652,-6530.433149466451,closed_loop,forced,True,-6527.433213489224,6076.303715558428,,3,"[504, 528, 504]"
653,-5967.79443359375,closed_loop,forced,True,-5966.794191054152,3137.459539411261,,3,"[2597, 2007, 2597]"
654,-228.84625244140625,closed_loop,forced,True,-227.84624789100047,205.3157961390698,,3,"[2141, 2142, 2141]"
655,-8770.966796875,closed_loop,forced,True,-8769.967099935857,4384.441664659206,,3,"[3451, 3454, 3451]"
656,-356.68353271484375,closed_loop,forced,True,-355.6835226770331,271.82502673317134,,3,"[1229, 1224, 1229]"
657,-131.64390563964844,closed_loop,forced,True,-129.64390773407388,109.38270407760564,,3,"[3648, 3647, 3648]"
658,-117.76630401611328,closed_loop,forced,True,-116.76630164956126,116.76630164956126,,3,"[1425, 1424, 1425]"
659,-169.1692352294922,closed_loop,forced,True,-168.16923643434754,140.80413286222654,,3,"[75, 76, 75]"
660,-15991.104503490627,closed_loop,forced,True,-15989.104162439071,15989.104162439071,,3,"[496, 499, 496]"
661,-11614.619164994952,closed_loop,forced,True,-11613.61867321747,5878.926451172636,,3,"[1729, 1730, 1729]"
662,-6497.666515397233,closed_loop,forced,True,-6496.666449528287,3863.89803669762,,3,"[2237, 2238, 2237]"
663,-5159.44921875,closed_loop,forced,True,-5158.449322578499,4850.718107350296,,3,"[0, 1, 0]"
664,-6118.672912790794,closed_loop,forced,True,-6116.157186680429,3126.588176618945,,7,"[1470, 1514, 1468, 1515, 1469, 1467, 1470]"
665,-11381.8681640625,closed_loop,forced,True,-11380.867870411781,11380.867870411781,,3,"[378, 377, 378]"
666,-15802.5283203125,closed_loop,forced,True,-15801.528301725495,8223.086965663066,,3,"[2986, 2997, 2986]"
667,-146.81561687144858,closed_loop,forced,True,-144.81559045904004,130.32481536224745,,3,"[823, 788, 823]"
668,-275.7932434082031,closed_loop,forced,True,-274.79325789279034,218.53999151525127,,3,"[260, 1390, 260]"
669,-8600.982424419464,closed_loop,forced,True,-8596.982800033964,4340.900688880435,,3,"[1880, 1847, 1880]"
670,-12594.468776727557,closed_loop,forced,True,-12590.468593662452,12090.689962102155,,3,"[193, 214, 193]"
671,-6830.15216459331,closed_loop,forced,True,-6828.151740465295,3502.1110411517298,,3,"[2299, 2298, 2299]"
672,-2477.329345703125,closed_loop,forced,True,-2476.3294229638577,2476.3294229638577,,3,"[1015, 1014, 1015]"
673,-14284.682620615964,closed_loop,forced,True,-14283.682865527782,7172.442996651144,,3,"[1629, 1630, 1629]"
674,-18156.115234375,closed_loop,forced,True,-18155.115722998096,9244.568420875608,,3,"[3112, 3111, 3112]"
675,-9367.82911321383,closed_loop,forced,True,-9363.829353082025,7520.283558185373,,3,"[3565, 2690, 3565]"
676,-21039.587974125738,closed_loop,forced,True,-21038.588217374345,21038.588217374345,,3,"[921, 923, 921]"
677,-12181.5234375,closed_loop,forced,True,-12180.523031480196,7170.392063034439,,3,"[990, 991, 990]"
678,-22720.515625,closed_loop,forced,True,-22719.51481351791,15633.985699593433,,3,"[2704, 3367, 2704]"
679,-18058.206692924996,closed_loop,forced,True,-18053.931012329434,15418.943044943708,,7,"[2488, 1780, 1997, 1977, 1997, 1780, 2488]"
680,-10943.296875,closed_loop,forced,True,-10942.29700963197,6015.62809845942,,3,"[267, 2818, 267]"
681,-13776.463873651222,closed_loop,forced,True,-13775.463975660274,12088.077056441205,,3,"[407, 374, 407]"
682,-4829.40283203125,closed_loop,forced,True,-4828.402712973266,2513.882240358564,,3,"[795, 827, 795]"
683,-227.00117135869414,closed_loop,forced,True,-225.532402914685,225.532402914685,,5,"[1895, 1894, 1896, 1894, 1895]"
684,-7247.827644649856,closed_loop,forced,True,-7245.827427890756,3721.318296671974,,3,"[1479, 1476, 1479]"
685,-206.8968084204455,closed_loop,forced,True,-205.89679746638066,161.07420435014907,,3,"[1058, 1061, 1058]"
686,-8921.7509765625,closed_loop,forced,True,-8920.751179781897,4556.173078804473,,3,"[2293, 2296, 2293]"
687,-9052.817393825939,closed_loop,forced,True,-9050.817800931114,4592.999357799765,,3,"[1211, 1202, 1211]"
688,-166.10389866048718,closed_loop,forced,True,-165.10385040947705,165.10385040947705,,3,"[3579, 2998, 3579]"
689,-1927.00927734375,closed_loop,forced,True,-1925.0092605403609,884.7143505727413,,3,"[951, 950, 951]"
690,-5120.23486328125,closed_loop,forced,True,-5119.235044015583,1935.4983348058936,,3,"[1401, 245, 1401]"
691,-27089.560546875,closed_loop,forced,True,-27088.56124028384,16332.423190733443,,3,"[1752, 1755, 1752]"
692,-6752.58987392272,closed_loop,forced,True,-6750.589815885061,3078.3611392024563,,5,"[917, 179, 180, 918, 917]"
693,-196.87107061768393,closed_loop,forced,True,-195.8710651096126,195.8710651096126,,3,"[616, 612, 616]"
694,-11559.857421875,closed_loop,forced,True,-11558.857640180207,8710.078554533497,,3,"[468, 469, 468]"
695,-5794.59619140625,closed_loop,forced,True,-5793.59614152225,3026.149904033535,,3,"[667, 669, 667]"
696,-9432.2880859375,closed_loop,forced,True,-9430.288213491707,7824.539542562605,,3,"[3554, 77, 3554]"
697,-3470.933557537931,closed_loop,forced,True,-3468.428965231718,1361.0694396795684,,7,"[2546, 2545, 2547, 2550, 2600, 2550, 2546]"
698,-252.0811585655756,closed_loop,forced,True,-251.08109890951124,251.08109890951124,,3,"[2275, 3229, 2275]"
699,-7559.821783847461,closed_loop,forced,True,-7554.821789974809,3238.462204038606,,3,"[2739, 2742, 2739]"
700,-11048.550813574046,closed_loop,forced,True,-11043.550482834129,5584.526994345655,,3,"[3678, 3675, 3678]"
701,-16082.318366258532,closed_loop,forced,True,-16081.31871400068,8105.414691829966,,3,"[1173, 1180, 1173]"
702,-11108.8935546875,closed_loop,forced,True,-11107.894003463365,7373.868545873763,,3,"[695, 714, 695]"
703,-120.12276458740234,closed_loop,forced,True,-119.12276153962972,96.7385525673997,,3,"[138, 69, 138]"
704,-8675.246105980086,closed_loop,forced,True,-8674.24589475889,4473.206515659709,,3,"[3671, 3673, 3671]"
705,-5877.236332213054,closed_loop,forced,True,-5876.236300306489,2516.3538182204925,,3,"[3077, 3078, 3077]"
706,-17598.962890625,closed_loop,forced,True,-17596.962940695135,13683.97264082593,,3,"[2235, 2232, 2235]"
707,-18069.61133744853,closed_loop,forced,True,-18065.611495101442,9071.779050604147,,3,"[3436, 3444, 3436]"
708,-2426.0832754665626,closed_loop,forced,True,-2423.583161971578,1018.2334214553546,,5,"[1938, 1942, 1943, 1942, 1938]"
709,-8971.271505006704,closed_loop,forced,True,-8969.271790837947,5212.592139167848,,3,"[688, 687, 688]"
710,-9102.6689453125,closed_loop,forced,True,-9101.66888444012,9101.66888444012,,3,"[2151, 2150, 2151]"
711,-9462.3056640625,closed_loop,forced,True,-9461.30522569766,4891.714127052966,,3,"[775, 53, 775]"
712,-158.011962890625,closed_loop,forced,True,-156.01196347521957,155.4145771220227,,3,"[920, 341, 920]"
713,-6789.966302096201,closed_loop,forced,True,-6787.437220509065,6787.437220509065,,9,"[41, 39, 40, 621, 613, 362, 43, 39, 41]"
714,-8557.931640625,closed_loop,forced,True,-8556.931206123953,4376.158387532091,,3,"[1747, 1743, 1747]"
715,-26019.70703125,closed_loop,forced,True,-26017.707919413995,16263.277769188682,,3,"[67, 1359, 67]"
716,-12716.2880859375,closed_loop,forced,True,-12715.288364413129,8176.165299496065,,3,"[315, 314, 315]"
717,-27055.802748765098,closed_loop,forced,True,-27051.80181428564,13464.27658736275,,3,"[610, 601, 610]"
718,-7367.305137168816,closed_loop,forced,True,-7363.077626507146,4340.690840847448,,5,"[3079, 2895, 3081, 2895, 3079]"
719,-13992.23051438231,closed_loop,forced,True,-13990.600344531425,7253.511227704393,,5,"[2458, 2457, 2459, 2457, 2458]"
720,-180.08767700195312,closed_loop,forced,True,-178.08767013778626,178.08767013778626,,3,"[3535, 3540, 3535]"
721,-17965.435546875,closed_loop,forced,True,-17964.43635699603,17964.43635699603,,3,"[1928, 1933, 1928]"
722,-4237.904296875,closed_loop,forced,True,-4236.904248697365,4236.904248697365,,3,"[2384, 2387, 2384]"
723,-5865.23779296875,closed_loop,forced,True,-5863.237609450707,2497.170618010539,,3,"[3659, 3427, 3659]"
724,-181.8672332763672,closed_loop,forced,True,-180.86723107610624,180.86723107610624,,3,"[1994, 1995, 1994]"
725,-18428.800811628174,closed_loop,forced,True,-18424.80046601162,9603.058010708542,,3,"[3432, 3430, 3432]"
726,-64.24014985809481,closed_loop,forced,True,-62.24013109092209,62.24013109092209,,5,"[1556, 1557, 1560, 1557, 1556]"
727,-12191.53125,closed_loop,forced,True,-12190.531131155494,5129.681293405117,,3,"[2001, 1651, 2001]"
728,-16976.412109375,closed_loop,forced,True,-16975.411852784615,8584.589203267302,,3,"[2497, 2498, 2497]"
729,-12189.3544921875,closed_loop,forced,True,-12187.354484731532,12187.354484731532,,3,"[3649, 3649, 3649]"
730,-7595.53955078125,closed_loop,forced,True,-7594.539433882484,3869.907526586953,,3,"[2080, 858, 2080]"
731,-14965.400532091458,closed_loop,forced,True,-14962.400072514472,8552.329534514123,,3,"[2783, 2785, 2783]"
732,-12622.8896484375,closed_loop,forced,True,-12620.88957827656,10216.213458084072,,3,"[670, 104, 670]"
733,-22382.413682676524,closed_loop,forced,True,-22378.940928209166,22378.940928209166,,11,"[356, 345, 343, 344, 340, 352, 350, 351, 354, 345, 356]"
734,-148.2480543805309,closed_loop,forced,True,-146.24805263941795,146.24805263941795,,3,"[613, 620, 613]"
735,-193.03275407884666,closed_loop,forced,True,-189.03274898190148,189.03274898190148,,3,"[2160, 2158, 2160]"
736,-11404.6181640625,closed_loop,forced,True,-11403.618059534501,5768.337604696228,,3,"[457, 458, 457]"
737,-30469.015625,closed_loop,forced,True,-30468.0160984159,12685.651522533562,,3,"[2826, 2093, 2826]"
738,-195.11907958984375,closed_loop,forced,True,-194.1190809242076,194.1190809242076,,3,"[1215, 1214, 1215]"
