node_id,base_node_id,x,y,lon,lat
2956854383,2956854383,638087.1086107013,919167.9672505629,124.2539482,8.3134406
2956854393,2956854393,639106.3425709854,918553.7135677397,124.2631844,8.3078565
2956854403,2956854403,638889.5086161664,918473.3612879607,124.2612134,8.3071361
2956854409,2956854409,639506.1757314865,917923.9843206517,124.2667963,8.3021502
2956854419,2956854419,639611.5277196158,917948.2393880364,124.2677535,8.3023665
2956854423,2956854423,639612.3688185831,917915.963647007,124.2677602,8.3020746
2956854427,2956854427,637416.6548067555,920059.2015233384,124.2478864,8.3215194
2956854433,2956854433,638814.0916370696,919599.4911816788,124.2605612,8.3173221
2956854453,2956854453,638546.4514084362,918504.0189534551,124.2580996,8.3074232
2956854461,2956854461,637522.8894068783,919812.5788653829,124.2488439,8.3192861
2956854462,2956854462,637836.793458879,919195.9375533238,124.2516763,8.3137007
2956854488,2956854488,638369.6884762433,918652.3322575077,124.256499,8.3087695
2956854491,2956854491,638540.7928319084,918770.4104649463,124.2580559,8.3098324
2956854493,2956854493,639616.9335481806,918286.6438846493,124.2678124,8.3054266
2956854504,2956854504,638520.9083157047,918500.9301329235,124.2578676,8.307396
2956854508,2956854508,638528.2562546227,918323.3950783922,124.2579292,8.3057903
2956854518,2956854518,639275.2729821317,917781.6053458188,124.2646958,8.3008693
2956854545,2956854545,639619.3358101649,918227.7121825163,124.2678325,8.3048936
2956854551,2956854551,638662.2379791909,918346.2016908765,124.2591463,8.3059927
2956854556,2956854556,638808.8904228292,918329.4944923383,124.2604773,8.3058374
2956854569,2956854569,638469.4204698496,918642.2318411644,124.2574042,8.3086753
2956854570,2956854570,638493.3975036225,918322.9970103308,124.2576127,8.3057877
2956854573,2956854573,639583.5426456854,918026.7726527371,124.2675017,8.3030775
2956854589,2956854589,639382.8554746204,917742.0731012176,124.2656714,8.3005087
2956854608,2956854608,639613.5393447363,917849.5306636372,124.2677689,8.3014738
2956854615,2956854615,638547.5965195165,918375.6944429224,124.2581063,8.3062627
2956854628,2956854628,638597.4941613018,918773.6645929505,124.2585708,8.3098602
2956854637,2956854637,638437.9152882985,918494.3638552016,124.2571139,8.307339
2956854654,2956854654,638900.4103070232,918387.5415119812,124.2613099,8.3063597
2956854666,2956854666,638836.4439436829,918372.3544835185,124.2607287,8.3062242
2956854668,2956854668,638090.2020087256,918726.3872847965,124.2539636,8.3094472
2956854679,2956854679,638370.4840922079,918491.6510032535,124.2565016,8.3073164
2956854684,2956854684,639544.8346709451,917983.0692511939,124.267149,8.3026834
2956854694,2956854694,638034.3378687884,919269.7770409825,124.253472,8.3143628
2956854698,2956854698,638561.7342187259,919435.2180658536,124.2582652,8.3158438
2956854731,2956854731,638708.3331422145,918342.5330631366,124.2595647,8.3059582
2956854733,2956854733,638677.0266341084,918433.9939551179,124.2592831,8.3067862
2956854734,2956854734,639610.1142390551,918021.7598032769,124.2677428,8.3030314
2956854736,2956854736,638698.4366379953,918344.3372601913,124.2594749,8.3059748
2956854747,2956854747,639712.7895163074,918180.306603154,124.2686796,8.3044622
2956854757,2956854757,637866.1386556076,919142.3990594238,124.2519412,8.3132157
2956854761,2956854761,639869.6547762797,918146.0752947648,124.2701028,8.3041481
2956854766,2956854766,638305.6478653441,919279.2947375638,124.2559356,8.3144411
2956854779,2956854779,638503.8170981924,918322.9526487704,124.2577073,8.305787
2956854785,2956854785,638671.0636982918,918404.1183929257,124.2592281,8.3065162
2956854787,2956854787,640749.4631963903,917751.307865979,124.2780791,8.3005526
2956854804,2956854804,638460.8009103183,918588.7169456118,124.2573244,8.3081916
2956854811,2956854811,638495.6497283862,918498.4283044635,124.2576382,8.3073741
2956859083,2956859083,640159.3361086773,911640.1048727386,124.272544,8.245305
2956859101,2956859101,639805.88615998,911751.9490246312,124.2693387,8.2463266
2956859104,2956859104,640137.9441227939,911643.2435583721,124.2723499,8.245334
2956859119,2956859119,639825.9427419056,911749.5578901515,124.2695207,8.2463044
2956859131,2956859131,639815.7959096748,911840.0355328989,124.2694312,8.2471229
2956859140,2956859140,637550.4560431698,912155.397852777,124.2488758,8.2500394
2956894593,2956894593,639798.6857182513,915334.6056535236,124.2693769,8.2787255
2956910787,2956910787,635503.3719395981,906767.8976360131,124.2301422,8.2013758
2956910795,2956910795,635502.2787424756,906642.8302496835,124.2301288,8.2002448
2956910804,2956910804,635577.696596397,906813.3297879321,124.2308181,8.2017846
2956910805,2956910805,635531.6820044479,906787.0591218352,124.2303997,8.2015483
2956910810,2956910810,635599.687992407,906870.3450367299,124.2310193,8.2022996
2990309390,2990309390,637719.8599056812,910464.3513709273,124.2503656,8.234742
2990315576,2990315576,638842.5998386445,910222.067862571,124.2605504,8.2325191
2990316534,2990316534,640277.5550843838,911907.4779697837,124.2736249,8.2477195
2990316539,2990316539,640220.5914209235,911931.8009383987,124.2731085,8.2479411
2990316544,2990316544,640128.2118679644,911976.8333936649,124.2722712,8.248351
2990316547,2990316547,640062.6539174836,912005.2759190851,124.2716769,8.2486101
2990316551,2990316551,640032.6390903643,912018.0408261395,124.2714048,8.2487264
2990316556,2990316556,640080.3062201693,912076.3689367535,124.2718392,8.2492525
2990316559,2990316559,640059.5856494706,912090.12547572,124.2716515,8.2493775
2990321179,2990321179,639737.9900296908,912696.2871760986,124.2687496,8.2548684
2990321180,2990321180,639647.2789695365,912768.1081567527,124.2679282,8.2555205
2990323057,2990323057,638096.7227154298,910583.950681332,124.25379,8.2358129
2990323058,2990323058,638063.7804425214,910595.7678798814,124.2534913,8.2359207
2990323083,2990323083,638046.2011061676,912017.4111450862,124.2533722,8.2487775
2990326090,2990326090,636923.7663335137,910585.0548479146,124.2431424,8.235856
2990326096,2990326096,636810.4505971319,910628.9453957085,124.242115,8.2362561
2990331574,2990331574,636901.5866027751,909749.5726905846,124.2429175,8.2283011
2990331577,2990331577,636480.3559511467,909760.3529819065,124.2390941,8.2284104
2990331581,2990331581,636444.5361374287,909765.8042247157,124.2387691,8.2284607
2990331584,2990331584,636408.6713484102,909771.553918829,124.2384437,8.2285137
2990331611,2990331611,636836.7399809328,910272.6752399467,124.2423436,8.2330335
2990331617,2990331617,636884.2359359069,910345.4621030902,124.2427768,8.2336904
2990332265,2990332265,637440.2425309394,909770.1576292092,124.2478077,8.2284721
2990332268,2990332268,637358.0267285306,909777.5424222435,124.2470616,8.2285412
2990355298,2990355298,637558.4213345582,906485.3637413172,124.2487876,8.1987634
2990360925,2990360925,637452.7729901582,907057.7795214641,124.2478448,8.2039429
2990360943,2990360943,636971.7622873178,907483.7738672866,124.2434907,8.2078088
2990360961,2990360961,636790.3633737072,908723.6745083845,124.241879,8.2190267
2990377206,2990377206,638399.5454080212,917571.9499900613,124.256739,8.2989985
2990377210,2990377210,638301.3797651816,917597.9793946528,124.2558485,8.2992367
2990377213,2990377213,638226.9158870451,917603.5382157493,124.2551726,8.2992891
2990377214,2990377214,638313.138674804,917616.7930745311,124.2559558,8.2994065
2990377215,2990377215,638407.1491431361,917619.4460398969,124.2568094,8.2994278
2990377218,2990377218,638323.9625747551,917638.7000377194,124.2560547,8.2996043
2990377220,2990377220,638391.6644483001,917660.6986149352,124.25667,8.2998013
2990445739,2990445739,638320.7148001249,917405.034405126,124.2560185,8.2974913
2990445743,2990445743,638331.7244345399,917427.4395579487,124.2561191,8.2976936
2990445744,2990445744,638358.6250853272,917433.3301371927,124.2563635,8.2977461
2998987202,2998987202,638310.0862450793,911673.5083194304,124.2557579,8.24566
2998987205,2998987205,638330.7753132198,911722.1620509987,124.2559471,8.2460994
2999273617,2999273617,644138.1404689066,915653.8061929363,124.3087819,8.2814849
2999273781,2999273781,642871.2411464574,915751.20256653,124.2972833,8.2824032
2999273793,2999273793,643706.3491233467,915831.4195720927,124.3048672,8.2831039
2999413284,2999413284,635127.4194998357,906236.7908532886,124.226715,8.1965832
3002107160,3002107160,634880.7263253387,905700.9071797476,124.224461,8.1917438
3002107161,3002107161,634898.6520878945,905787.4780087413,124.2246261,8.1925262
3002107163,3002107163,634903.8637358719,905812.6282667837,124.2246741,8.1927535
3002107165,3002107165,634744.8868843256,905826.6188937802,124.2232315,8.1928844
3002107168,3002107168,634753.275068559,905926.6400663194,124.2233104,8.1937887
3017556625,3017556625,638717.8473051293,917302.358578507,124.2596211,8.2965514
3017556627,3017556627,638256.63566635,917337.9419306993,124.2554348,8.2968864
3017556629,3017556629,638305.0692219113,917343.9669160383,124.2558747,8.2969395
3017557733,3017557733,638685.7561835358,917359.7805095699,124.2593314,8.2970716
3017557734,3017557734,638361.4450119949,917381.0568755753,124.2563876,8.2972733
3017557737,3017557737,638636.336638564,917431.9652186515,124.2588848,8.2977258
3017557741,3017557741,638225.4249407427,917468.9688497259,124.2551552,8.2980722
3017557750,3017557750,638486.9757926433,917555.1976075241,124.2575323,8.2988445
3017557754,3017557754,638532.3391624675,917584.5787123329,124.257945,8.2991089
3017557755,3017557755,639273.0222106323,917682.584578752,124.2646725,8.2999739
3017557761,3017557761,639668.8915003404,917885.9116017693,124.2682725,8.3018012
3017557771,3017557771,639637.8854120483,917996.3818847765,124.2679942,8.3028011
3017557777,3017557777,638159.5627009922,918770.0867795746,124.2545946,8.3098404
3017557779,3017557779,638154.2143806048,918803.4539270601,124.254547,8.3101423
3017557788,3017557788,638149.6091104227,918835.2089596225,124.2545061,8.3104296
3017557790,3017557790,638193.3068198882,918840.6330131125,124.254903,8.3104774
3017557791,3017557791,638271.3077582128,918840.8800490906,124.2556112,8.3104774
3017557794,3017557794,638250.1016298516,918866.4895386208,124.2554194,8.3107096
3017557800,3017557800,638190.3744221223,918904.085550895,124.2548782,8.3110513
3017557807,3017557807,637941.1115794554,918999.3355990837,124.2526178,8.3119198
3017558136,3017558136,638416.1052491446,919151.4053935533,124.2569348,8.3132814
3017558153,3017558153,638422.330249055,919286.1337445709,124.2569952,8.3144996
3017558163,3017558163,638544.2018022026,919420.7869613557,124.2581056,8.3157138
3017579839,3017579839,637367.3214278815,912447.4070582007,124.2472216,8.2526853
3017579847,3017579847,637317.4525687471,912553.5068617085,124.2467719,8.2536462
3017579857,3017579857,642080.8567209394,914164.4885203904,124.2900611,8.2680776
3019274751,3019274751,640078.4921655778,911999.1670403356,124.2718205,8.2485544
3019274752,3019274752,640053.6417526945,912009.1064705575,124.2715952,8.248645
3019274754,3019274754,640007.4998984372,912028.7313056453,124.2711769,8.2488238
3019274755,3019274755,639979.8456808396,912040.4974788456,124.2709262,8.248931
3019274757,3019274757,640035.0586141702,912102.3107182864,124.2714292,8.2494884
3019274758,3019274758,640008.2589782178,912112.0891442217,124.2711862,8.2495776
3019278059,3019278059,640102.2334163191,911988.1514599,124.2720357,8.2484541
3019278060,3019278060,640124.7178754883,912043.1372861,124.2722414,8.2489507
3027177435,3027177435,636827.2692124404,908684.4670455673,124.2422129,8.2186711
3027177444,3027177444,632859.7929526628,907081.9904142007,124.2061552,8.2042888
3028868859,3028868859,637851.3657146482,919167.8078563506,124.2518078,8.3134459
3028868863,3028868863,638234.7195342741,917706.2805521047,124.2552464,8.300218
3033876311,3033876311,637488.8173454828,907200.5606778415,124.248176,8.2052331
3033876313,3033876313,637684.7841761021,907325.3619288616,124.2499583,8.2063562
3042000254,3042000254,640228.670826624,917791.366710978,124.273352,8.30093
3073498482,3073498482,644500.2288318503,915650.7418127913,124.312069,8.2814464
3073498676,3073498676,646493.4803990803,916358.4928445388,124.330186,8.2877867
3073499373,3073499373,646194.6043997572,916630.3791367223,124.3274809,8.2902544
3073499410,3073499410,644289.6125430041,916758.9658078738,124.3101901,8.2914744
3073499727,3073499727,644249.8264088662,916996.2656854416,124.309836,8.2936215
3073499993,3073499993,645055.1184947273,917242.0559155012,124.3171544,8.2958201
3079626260,3079626260,643479.1970477711,913019.5862826275,124.3027215,8.257683
3079626284,3079626284,644163.331677687,913834.7807865747,124.3089563,8.2650346
3090033559,3090033559,633783.0639335891,905531.390774501,124.2144932,8.1902409
3090033775,3090033775,634981.0427077035,906006.6735948871,124.22538,8.1945062
3090048689,3090048689,633774.4732217562,906066.5935243737,124.2144299,8.1950812
3090048695,3090048695,631429.069455663,906327.40731062,124.1931481,8.1975034
3195036915,3195036915,637472.536717085,911268.6731940076,124.2481433,8.2420227
3390807206,3390807206,635997.1566106633,910064.89724465,124.2347164,8.231178
3610147219,3610147219,669664.7490559337,909345.9524076212,124.5402908,8.2236215
3610147241,3610147241,669566.9141007933,909465.436842085,124.539407,8.2247053
3610147328,3610147328,665842.8509831049,910200.2668854733,124.5056314,8.2314779
3610147419,3610147419,666123.209594842,910688.8648908733,124.5081928,8.2358864
3610147663,3610147663,672113.4878211078,912643.6375415913,124.5626329,8.2533536
3610151939,3610151939,671920.7535447542,902975.4104612186,124.5605421,8.1659395
3610151965,3610151965,669402.4064817472,903224.3462455381,124.5376971,8.1682779
3610152040,3610152040,672637.0455537038,903967.5628428962,124.5670773,8.1748855
3610152079,3610152079,673374.9803178812,904632.2592130378,124.5737976,8.1808697
3610152133,3610152133,668373.1767635122,906106.7986502884,124.5284562,8.1943771
3610152340,3610152340,666066.1159425675,907504.3286053629,124.5075658,8.2070928
3610152389,3610152389,668196.5098837368,907641.2679006676,124.5269058,8.2082582
3610152564,3610152564,669274.8363829592,908556.7463595115,124.5367244,8.2164989
3641277500,3641277500,669451.0031273747,894527.4061927095,124.5378385,8.0896366
3649263046,3649263046,660117.4510109955,910040.1494812674,124.4536588,8.2302215
3650721255,3650721255,673623.9257576837,892904.869986898,124.5756429,8.0748212
3650721607,3650721607,674208.4840128394,892350.1131464496,124.5809269,8.0697846
3650921538,3650921538,670164.2772170071,909836.842369741,124.5448418,8.2280428
3650921574,3650921574,669967.10499467,909602.166243766,124.543044,8.2259277
3650921887,3650921887,670235.8420477522,910015.3950077187,124.5454976,8.2296548
3654359319,3654359319,665734.991233795,910097.4647477935,124.5046489,8.230552
3654361609,3654361609,665946.6547532583,910095.6180495039,124.50657,8.2305281
3728776524,3728776524,639214.430951766,910232.9167449715,124.263926,8.2326066
3728778929,3728778929,639269.3937401801,911165.7436771439,124.2644517,8.2410408
3728796380,3728796380,636452.1079938984,909575.9528122848,124.2388325,8.2267436
3950140896,3950140896,636268.228237093,909752.6087253194,124.2371683,8.2283463
3950169009,3950169009,635995.3051367772,909772.3447012765,124.2346914,8.2285324
3950169011,3950169011,635965.6670866474,909773.735040759,124.2344224,8.2285458
3950169511,3950169511,636008.4534760781,909873.9738515144,124.2348136,8.2294511
