edge_id,u,v,dist,edge_type
wait_edge_000001,sw_245366634,ride_245366634,0.0,wait
wait_edge_000002,sw_245366694,ride_245366694,0.0,wait
wait_edge_000003,sw_333797343,ride_333797343,0.0,wait
wait_edge_000004,sw_333797496,ride_333797496,0.0,wait
wait_edge_000005,sw_333801115,ride_333801115,0.0,wait
wait_edge_000006,sw_333801534,ride_333801534,0.0,wait
wait_edge_000007,sw_333802153,ride_333802153,0.0,wait
wait_edge_000008,sw_333802241,ride_333802241,0.0,wait
wait_edge_000009,sw_333802343,ride_333802343,0.0,wait
wait_edge_000010,sw_333802599,ride_333802599,0.0,wait
wait_edge_000011,sw_333802982,ride_333802982,0.0,wait
wait_edge_000012,sw_333803154,ride_333803154,0.0,wait
wait_edge_000013,sw_333803181,ride_333803181,0.0,wait
wait_edge_000014,sw_333803294,ride_333803294,0.0,wait
wait_edge_000015,sw_333804172,ride_333804172,0.0,wait
wait_edge_000016,sw_333806758,ride_333806758,0.0,wait
wait_edge_000017,sw_333811802,ride_333811802,0.0,wait
wait_edge_000018,sw_333816262,ride_333816262,0.0,wait
wait_edge_000019,sw_333820518,ride_333820518,0.0,wait
wait_edge_000020,sw_333825267,ride_333825267,0.0,wait
wait_edge_000021,sw_333827569,ride_333827569,0.0,wait
wait_edge_000022,sw_333828306,ride_333828306,0.0,wait
wait_edge_000023,sw_333833129,ride_333833129,0.0,wait
wait_edge_000024,sw_333837298,ride_333837298,0.0,wait
wait_edge_000025,sw_334408953,ride_334408953,0.0,wait
wait_edge_000026,sw_334408954,ride_334408954,0.0,wait
wait_edge_000027,sw_334408955,ride_334408955,0.0,wait
wait_edge_000028,sw_334408956,ride_334408956,0.0,wait
wait_edge_000029,sw_334408957,ride_334408957,0.0,wait
wait_edge_000030,sw_334408960,ride_334408960,0.0,wait
wait_edge_000031,sw_334408961,ride_334408961,0.0,wait
wait_edge_000032,sw_334408962,ride_334408962,0.0,wait
wait_edge_000033,sw_334408965,ride_334408965,0.0,wait
wait_edge_000034,sw_334408969,ride_334408969,0.0,wait
wait_edge_000035,sw_334408970,ride_334408970,0.0,wait
wait_edge_000036,sw_334408974,ride_334408974,0.0,wait
wait_edge_000037,sw_765385692,ride_765385692,0.0,wait
wait_edge_000038,sw_1030432186,ride_1030432186,0.0,wait
wait_edge_000039,sw_1030432308,ride_1030432308,0.0,wait
wait_edge_000040,sw_1030432348,ride_1030432348,0.0,wait
wait_edge_000041,sw_1030432374,ride_1030432374,0.0,wait
wait_edge_000042,sw_1030432456,ride_1030432456,0.0,wait
wait_edge_000043,sw_1030432486,ride_1030432486,0.0,wait
wait_edge_000044,sw_1030432542,ride_1030432542,0.0,wait
wait_edge_000045,sw_1030432602,ride_1030432602,0.0,wait
wait_edge_000046,sw_1030432722,ride_1030432722,0.0,wait
wait_edge_000047,sw_1030433024,ride_1030433024,0.0,wait
wait_edge_000048,sw_1030433060,ride_1030433060,0.0,wait
wait_edge_000049,sw_1030433249,ride_1030433249,0.0,wait
wait_edge_000050,sw_1030433549,ride_1030433549,0.0,wait
wait_edge_000051,sw_1030433795,ride_1030433795,0.0,wait
wait_edge_000052,sw_1030433917,ride_1030433917,0.0,wait
wait_edge_000053,sw_1030434062,ride_1030434062,0.0,wait
