base_osmid,lat,lon,bc,bldg_density,traffic_index,is_observed,ADT_prop
2586,8.060099499999998,124.1829968,0.023839745757489025,0,1.0,True,1000.0
2588,8.0606916,124.1822333,0.0019546430159588586,0,1.0,True,1000.0
2583,8.05910715000103,124.1846814499968,0.023235141848101964,0,1.0,True,1000.0
2584,8.059991099999998,124.18342760000002,0.023695089689648688,0,1.0,True,1000.0
3447,8.058605499999999,124.1849658,0.011396004302805383,0,1.0,True,1000.0
2585,8.0604886,124.1836189,0.023695089689648688,0,1.0,True,1000.0
2590,8.061405999999998,124.1838393,0.00027487900344417833,0,1.0,True,1000.0
2587,8.061535499999998,124.18335380000002,0.024709847134366542,0,1.0,True,1000.0
2591,8.0622465,124.183504,0.002044236684316944,0,1.0,True,1000.0
2594,8.0617871,124.1825303,0.02748458072400344,0,1.0,True,1000.0
3446,8.061102600000002,124.1823319,0.02748458072400344,0,1.0,True,1000.0
2589,8.0621549,124.1840029,0.001785125877841144,0,1.0,True,1000.0
2592,8.0617064,124.18681739999998,0.0012499814173422454,0,0.5088295837413965,False,508.8295837413965
2593,8.0624005,124.1827208,0.031412268999522694,0,1.0,True,1000.0
4388,8.0619017,124.1909175,0.0007148369568433469,0,0.528108176437063,False,528.108176437063
4386,8.073113499999998,124.186044,0.001965215285322096,0,0.5321285508782057,False,532.1285508782056
2597,8.072820799999999,124.1703083,0.01133700887478868,0,0.547055315268125,False,547.055315268125
4248,8.0743495,124.1645152,0.011680986498815112,0,0.5627413715008686,False,562.7413715008686
3954,8.1017441,124.18023440000002,0.004614669287146155,0,0.5801629382642571,False,580.1629382642571
3957,8.0926571,124.17329010000002,0.0008326113158932022,0,0.5735017448531948,False,573.5017448531949
4625,8.092649099999996,124.184707,0.00013920756042106066,0,0.5669092405534588,False,566.9092405534589
2601,8.1042641,124.18012310000002,0.0027311455302826597,0,0.5806976479466913,False,580.6976479466913
2602,8.103652,124.18012040000002,0.002779135694969029,0,0.580679480630231,False,580.679480630231
2603,8.112529700000001,124.1815256,0.0034013119428540333,0,1.0,True,1000.0
3955,8.1024027,124.1815259,0.003353393943828847,0,0.5803086539536082,False,580.3086539536082
3782,8.115371699999997,124.1816902,0.003743341094028537,0,0.8721949814374697,False,872.1949814374697
2605,8.134186199999998,124.165739,0.027337867934819397,0,1.0,True,1000.0
2606,8.133940699999998,124.1677109,0.003599839676767117,0,0.5171266265979583,False,517.1266265979583
2607,8.1345484,124.167665,0.0049768326577905786,0,0.5189723844413251,False,518.9723844413251
2608,8.137302,124.1645842,0.027690433272526547,0,1.0,True,1000.0
3982,8.134363499999997,124.1706589,0.0026807738987772683,0,0.54022871107244,False,540.22871107244
2609,8.1358385,124.1705655,0.0015213964690496634,0,0.544886034192818,False,544.886034192818
4728,8.142984999999998,124.1640982,0.028044153260812617,0,1.0,True,1000.0
2610,8.162237099999999,124.1657692,0.03304920269212556,0,1.0,True,1000.0
2611,8.156751799999999,124.1685748,0.0335821100171278,0,1.0,True,1000.0
2612,8.167137599999998,124.1611277,0.033407974276694404,0,1.0,True,1000.0
2613,8.159129099999998,124.18347020000002,0.0,0,0.6122558468270791,False,612.2558468270792
3776,8.1450002,124.1636637,0.028753325213253137,0,1.0,True,1000.0
3788,8.1553112,124.1744248,0.0016093303272005511,0,0.583868150663717,False,583.868150663717
3789,8.1582406,124.16209790000002,0.0026816398867114586,0,0.5666607455838792,False,566.6607455838792
2979,8.170418499999998,124.1618344,0.03368447700751519,0,0.9122860657656207,False,912.2860657656206
3552,8.1701723,124.1499019,0.0,0,0.577771802637059,False,577.771802637059
4631,8.1590032,124.18389290000002,0.0,0,0.6124432722932229,False,612.4432722932229
2615,8.183064000000002,124.1638152,0.02712173177957778,0,1.1252088251981829,False,1125.208825198183
2616,8.183578399999998,124.163889,0.02750561701423814,0,1.1991497889987663,False,1199.1497889987663
2617,8.176820999999999,124.161475,0.026978158196655177,0,0.6715813395492257,False,671.5813395492257
2621,8.184006000000002,124.1636157,0.027889357917576133,0,1.0,True,1000.0
3773,8.1765648,124.1620477,0.0010733198787674625,0,0.6087098186913168,False,608.7098186913167
2618,8.183664,124.1588759,0.0,0,0.5279691496806402,False,527.9691496806403
2619,8.184744899999998,124.1587309,0.0005367321050449137,0,0.50524093278855,False,505.24093278854997
2620,8.1842996,124.1633734,0.0010669332177528103,0,1.0,True,1000.0
2625,8.184523799999997,124.1633997,0.0014964993159416976,0,0.6178675668279843,False,617.8675668279843
2626,8.1844161,124.1640476,0.02820782498037455,0,1.4570706016229824,False,1457.0706016229824
2635,8.190649,124.1887772,0.018593374355181776,0,0.7077401685364136,False,707.7401685364136
2636,8.191294700000002,124.18844160000002,0.018593374355181776,0,0.7159566295616039,False,715.9566295616039
2637,8.1915758,124.18937809999998,0.1196527229619443,0,2.183961199113546,False,2183.961199113546
2640,8.1914554,124.1884607,0.018593374355181776,0,0.7180141360394319,False,718.0141360394318
2638,8.191179599999998,124.1877442,0.018593374355181776,0,0.7141655365632751,False,714.165536563275
2643,8.192134000000001,124.1893467,0.1196527229619443,0,2.0966478902869183,False,2096.6478902869185
2639,8.1927019,124.18712399999998,0.1196527229619443,0,2.0000116775932453,False,2000.0116775932452
2646,8.193817000000001,124.1866757,0.1196527229619443,0,1.861855362676331,False,1861.855362676331
2644,8.191985900000002,124.1884043,0.1196527229619443,0,2.0893938045593003,False,2089.3938045593004
2641,8.194245999999998,124.1903164,0.1196527229619443,0,1.8907741958381936,False,1890.7741958381937
2649,8.1949246,124.1884097,0.1196527229619443,0,1.585551560918756,False,1585.551560918756
2642,8.192533899999999,124.1892962,0.1196527229619443,0,2.02639847643454,False,2026.3984764345403
2645,8.194258299999998,124.188281,0.1196527229619443,0,1.6767509896080421,False,1676.7509896080421
2648,8.194468299999999,124.188177,0.1196527229619443,0,1.6469449302876158,False,1646.9449302876158
2647,8.194323,124.1879708,0.1196527229619443,0,1.6756950619970237,False,1675.6950619970237
4393,8.1950659,124.1874526,0.1196527229619443,0,1.6134895500888766,False,1613.4895500888765
3266,8.1956586,124.1905005,0.1196527229619443,0,1.8894812334379851,False,1889.481233437985
2651,8.1971268,124.19233920000002,0.0002474199693642335,0,0.7247947640380128,False,724.7947640380128
2652,8.1975034,124.19314810000002,0.0006596663088693185,0,1.5484,True,1548.4
2653,8.197384899999996,124.1915171,0.1196527229619443,0,2.926500521569243,False,2926.5005215692427
2656,8.1981437,124.1941774,0.0015431183330655988,0,0.7084260130787894,False,708.4260130787894
3289,8.197886100000002,124.1929058,1.587644546015207e-06,0,0.7226945382334088,False,722.6945382334088
2655,8.1982302,124.19270419999998,0.12022784719873832,0,2.8723123282022485,False,2872.3123282022484
2657,8.1985058,124.1938973,5.773252894600753e-07,0,0.7092819158313718,False,709.2819158313717
2660,8.1991471,124.2140564,0.0,0,0.6809137326400568,False,680.9137326400569
2661,8.200009899999996,124.2151172,0.0,0,0.6803928383550488,False,680.3928383550489
2662,8.201303399999999,124.2174903,0.0,0,0.6752257184878727,False,675.2257184878728
2664,8.2154325,124.2723193,0.0,0,0.6511500592014771,False,651.150059201477
2665,8.2149242,124.2726338,0.0,0,0.6510814460025331,False,651.0814460025332
2666,8.217922600000001,124.2709306,0.0,0,0.6511157942587189,False,651.1157942587189
2667,8.2136923,124.2754066,0.0,0,0.6514475608207992,False,651.4475608207993
3873,8.214065399999999,124.27343310000002,0.0,0,0.6510080006794182,False,651.0080006794183
3872,8.213901450005123,124.27118669999962,0.0,0,0.6497150003841983,False,649.7150003841982
2671,8.2236753,124.268133,0.0,0,0.6513141615891633,False,651.3141615891633
2672,8.223224,124.266989,0.0,0,0.6464861717073508,False,646.4861717073508
4840,8.214566890943434,124.27875965939307,0.0,0,0.652542859685339,False,652.542859685339
3937,8.213452199999999,124.2750947,0.0,0,0.651212954241459,False,651.212954241459
2669,8.215011100000002,124.28365569999998,0.0,0,0.6526847046738304,False,652.6847046738304
2670,8.2153868,124.2822804,0.0,0,0.653026830236174,False,653.0268302361741
3871,8.215026999999996,124.28199340000002,0.0,0,0.6528309846625591,False,652.8309846625591
2677,8.2246708,124.2680714,0.0005366960222143224,0,0.6533067274315837,False,653.3067274315837
2679,8.1361093,124.2706235,0.020936340793963715,0,1.02,True,1020.0
2680,8.1362939,124.27036870000002,0.02128324112726804,0,1.02,True,1020.0
2681,8.126904899999998,124.2758927,0.022915628383216403,0,1.02,True,1020.0
4172,8.1262642,124.2761249,0.02221901325582164,0,1.02,True,1020.0
4173,8.1276172,124.2776218,0.002176083347297389,0,0.5277027800339373,False,527.7027800339373
2683,8.1363953,124.2697378,0.02128324112726804,0,1.0,True,1000.0
2685,8.1626818,124.2650619,0.02136666463159502,0,0.6160242275995068,False,616.0242275995068
2686,8.165223500000002,124.2677755,0.02136666463159502,0,0.6183641343746559,False,618.3641343746559
2687,8.166979,124.2690624,0.03143211455634789,0,0.8771831484288044,False,877.1831484288044
4716,8.167932899999998,124.26971430000002,0.03180528319032264,0,0.8842828527775196,False,884.2828527775196
2689,8.205370499999999,124.2582846,0.00047831400231767234,0,0.6376422173992402,False,637.6422173992402
2690,8.2046796,124.2577006,5.668612685886114e-05,0,0.634944118119454,False,634.944118119454
2691,8.204966,124.2584546,5.683045818122616e-05,0,0.636345234272444,False,636.345234272444
2694,8.135147499999999,124.2275182,0.16304741442704146,0,2.4156117826197465,False,2415.6117826197465
2695,8.135638,124.22576220000002,0.16304741442704146,0,2.415965765869451,False,2415.965765869451
2697,8.140281999999997,124.2216369,0.16304741442704146,0,2.42620830842178,False,2426.20830842178
2698,8.1397961,124.2361343,0.002726202182491658,0,0.6085399686191256,False,608.5399686191256
4688,8.133869300000002,124.2422216,0.0018493172334629862,0,0.6045952140463527,False,604.5952140463528
2700,8.1416056,124.2361528,0.0,0,0.6099983295186313,False,609.9983295186313
2703,8.175475299999999,124.2604206,0.03218566839041565,0,0.9984368482201278,False,998.4368482201278
2704,8.180916800000002,124.2562821,0.004012410761747523,0,0.5549130838914781,False,554.9130838914781
4715,8.1748656,124.2612733,0.03218566839041565,0,0.9825920313168938,False,982.5920313168938
4983,8.174122,124.25843319999998,0.03218566839041565,0,1.0053697562341113,False,1005.3697562341113
4717,8.1813577,124.25589340000002,0.0034790343599475962,0,0.550533494292147,False,550.533494292147
2706,8.2076957,124.2159899,0.34186374747907305,0,1.0,True,1000.0
2707,8.207494300000002,124.21612100000002,0.00048264394198862295,0,1.0,True,1000.0
2709,8.2069733,124.2164509,0.00048264394198862295,0,1.0,True,1000.0
3577,8.2069375,124.2168425,0.00048264394198862295,0,1.0,True,1000.0
2713,8.203843800000001,124.2491742,0.0021011393081593528,0,1.0724202261894424,False,1072.4202261894425
2714,8.2034962,124.2493965,0.0005366599393837313,0,1.02,True,1020.0
2715,8.204120799999998,124.2490049,0.0016691195774902602,0,0.5732392858321526,False,573.2392858321525
2716,8.205023600000002,124.25036559999998,0.0,0,0.613346599711177,False,613.346599711177
4291,8.203235099999999,124.2495635,0.0,0,1.02,True,1020.0
2717,8.2044208,124.2488922,0.0018186829102910108,0,0.6279281931323069,False,627.9281931323069
2718,8.205174400000002,124.2500413,0.0003430394704310585,0,0.6074712907960851,False,607.4712907960851
2719,8.20473,124.2487876,0.0020059167182290313,0,1.02,True,1020.0
2720,8.2053615,124.2497455,0.0007831056723220009,0,0.6009008081720228,False,600.9008081720228
2721,8.2050314,124.2486575,0.00409716933080638,0,1.02,True,1020.0
2722,8.205606099999999,124.24959230000002,0.0013186109611268118,0,0.6020423287732684,False,602.0423287732683
2723,8.2052318,124.2485717,0.004870243976224013,0,1.2119579285694069,False,1211.957928569407
2724,8.2058311,124.2495547,0.0,0,0.6083779168881001,False,608.3779168881
2730,8.239561699999998,124.2439191,0.06356474118579439,0,1.5558273497713726,False,1555.8273497713726
2732,8.242854800000002,124.2429991,0.006384640376138972,0,0.6898314771207392,False,689.8314771207392
2739,8.181776999999999,124.2024611,0.05225883571097537,0,1.0108922939022587,False,1010.8922939022586
4513,8.181751900000002,124.2022618,0.05225883571097537,0,1.0039410129670896,False,1003.9410129670896
4476,8.023016600000002,124.2752422,7.505228762980978e-06,0,0.6171175445938848,False,617.1175445938848
4474,8.0228745,124.2746092,1.4000138269406825e-05,0,0.5228562659320166,False,522.8562659320166
2742,8.1717669,124.2031978,0.04652729456853811,0,2.428904294701165,False,2428.904294701165
2743,8.1734229,124.2030774,0.04724714703883364,0,2.384921203975054,False,2384.921203975054
2744,8.1711825,124.2033121,0.04652729456853811,0,2.4401151661666076,False,2440.1151661666077
2745,8.172932150000026,124.20310884999992,0.0,0,1.234,True,1234.0
2746,8.175482899999999,124.20297150000002,0.04805446429048237,0,2.1545148393085127,False,2154.514839308513
2747,8.175398,124.2020625,0.00017752752650897313,0,0.5738691574157111,False,573.8691574157111
2748,8.1766117,124.201963,0.00044796834179042716,0,0.5536123127511173,False,553.6123127511173
2749,8.1765528,124.20116360000002,0.0,0,0.5598783830212097,False,559.8783830212097
2751,8.176631799999997,124.2022681,0.0008953593582913943,0,0.5520397693442182,False,552.0397693442181
4834,8.3936391,124.2956079,0.0006843830478243279,0,0.5750458353056911,False,575.0458353056911
4835,8.393206300000001,124.2927012,0.0,0,0.5785796281926104,False,578.5796281926105
2754,8.393032,124.2974938,0.00416648444837218,0,0.5762021052732659,False,576.2021052732658
2755,8.393319600002354,124.29982970000248,0.014842744529373805,0,0.5759652152914725,False,575.9652152914725
