idx,base_osmid,layer,lat,lon,node_type
4544,1827,0,8.22104240000008,124.23638159999935,intersection
4545,1827,2,8.22104240000008,124.23638159999935,intersection
4546,1833,0,8.224646499999999,124.25018279999999,intersection
4547,1833,2,8.224646499999999,124.25018279999999,intersection
4548,1836,0,8.225561399999998,124.25894919999999,intersection
4549,1836,2,8.225561399999998,124.25894919999999,intersection
4550,1850,0,8.2281286,124.25646560000001,intersection
4551,1850,2,8.2281286,124.25646560000001,intersection
4552,1847,0,8.228126399999999,124.2568662,intersection
4553,1847,2,8.228126399999999,124.2568662,intersection
4554,1848,0,8.228331400000002,124.25794200000001,intersection
4555,1848,2,8.228331400000002,124.25794200000001,intersection
4556,1853,0,8.2290057,124.25875069999998,intersection
4557,1853,2,8.2290057,124.25875069999998,intersection
4558,1852,0,8.229136,124.25509360000001,intersection
4559,1852,2,8.229136,124.25509360000001,intersection
4560,1863,0,8.2318382,124.2565597,intersection
4561,1863,2,8.2318382,124.2565597,intersection
4562,1856,0,8.2292386,124.2546594,intersection
4563,1856,2,8.2292386,124.2546594,intersection
4564,1857,0,8.2314854,124.25467500000002,intersection
4565,1857,2,8.2314854,124.25467500000002,intersection
4566,1860,0,8.2317824,124.2547327,intersection
4567,1860,2,8.2317824,124.2547327,intersection
4568,1859,0,8.231976200000002,124.25391999999998,intersection
4569,1859,2,8.231976200000002,124.25391999999998,intersection
4570,1861,0,8.232439300000001,124.25402100000001,intersection
4571,1861,2,8.232439300000001,124.25402100000001,intersection
4572,1865,0,8.2235492,124.25977730000001,intersection
4573,1865,2,8.2235492,124.25977730000001,intersection
4574,1866,0,8.223460199999998,124.2586206,intersection
4575,1866,2,8.223460199999998,124.2586206,intersection
4576,1867,0,8.2306574,124.26297290000001,intersection
4577,1867,2,8.2306574,124.26297290000001,intersection
4578,1868,0,8.223359400000001,124.2637692,intersection
4579,1868,2,8.223359400000001,124.2637692,intersection
4580,1869,0,8.2238266,124.2577589,intersection
4581,1869,2,8.2238266,124.2577589,intersection
4582,3055,0,8.232606599999999,124.26392600000001,intersection
4583,3055,2,8.232606599999999,124.26392600000001,intersection
4584,1890,0,8.2373782,124.27918640000001,intersection
4585,1890,2,8.2373782,124.27918640000001,intersection
